Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price
2010,66000,Petrol,Manual,First,5,2.19
2017,27417,Petrol,Automatic,First,5,6.89
2011,51593,Petrol,Manual,Second,5,3.47
2008,86340,Petrol,Automatic,Second,5,3.25
2010,75000,Petrol,Manual,First,5,2.85
2016,39237,Diesel,Automatic,First,5,25.64
2018,11966,Petrol,Manual,First,5,10.28
2015,37000,Petrol,Manual,First,5,6.3
2014,70920,Diesel,Manual,First,5,4.75
2013,65280,Diesel,Manual,First,5,5.8
2016,62000,Diesel,Automatic,First,7,44.5
2014,44525,Petrol,Manual,First,5,4.65
2009,86863,Petrol,Manual,First,5,3.6
2015,102626,Diesel,Manual,First,7,12.25
2017,45000,Diesel,Manual,First,5,20
2017,22000,Diesel,Manual,First,7,16
2011,108905,Diesel,Automatic,Second,8,6.21
2016,12800,Petrol,Manual,First,7,3.25
2016,32000,Diesel,Manual,First,7,9.75
2014,39000,Petrol,Automatic,First,5,4.45
2017,42000,Diesel,Manual,First,5,12
2008,73000,Petrol,Manual,First,5,0.8
2018,48000,Diesel,Manual,First,5,5.95
2014,19000,Petrol,Manual,First,5,5.25
2019,33598,Diesel,Manual,First,7,22.2
2012,63000,Diesel,Automatic,First,5,13.5
2015,48000,Diesel,Automatic,First,5,13.5
2014,66000,Diesel,Manual,First,5,3.47
2013,80000,Diesel,Automatic,Second,7,9.5
2011,37000,Petrol,Manual,First,5,4.8
2016,35058,Petrol,Manual,First,5,6.54
2012,52000,Petrol,Manual,First,5,3.1
2015,61313,Diesel,Manual,First,5,7.99
2009,45000,Petrol,Manual,Second,5,3.3
2015,74000,Diesel,Manual,First,7,8.75
2013,89000,Petrol,Automatic,First,5,4.19
2019,13414,Diesel,Automatic,First,5,30.77
2006,95000,Petrol,Manual,Second,5,2.11
2018,15900,Petrol,Manual,First,6,6.25
2011,151000,Diesel,Manual,First,7,11.4
2011,65000,Petrol,Manual,First,5,5.2
2017,36824,Diesel,Automatic,First,5,39.84
2013,65287,Diesel,Manual,First,5,4.45
2014,52000,Diesel,Automatic,First,5,19.5
2007,33000,Petrol,Manual,First,5,1.75
2016,71000,Diesel,Manual,First,5,5.1
2013,71000,Diesel,Automatic,First,5,6.8
2016,20000,Petrol,Automatic,First,5,5.74
2010,71000,Petrol,Manual,First,5,3.3
2010,29000,Diesel,Automatic,First,4,32
2016,27000,Diesel,Automatic,First,5,35
2017,19000,Diesel,Automatic,First,5,8.9
2011,58000,Petrol,Manual,Second,5,4
2018,42203,Diesel,Manual,First,5,19.46
2009,94000,Diesel,Automatic,First,5,5.25
2018,4900,Diesel,Manual,First,5,9.22
2013,70000,Petrol,Manual,First,5,1.8
2005,100000,Diesel,Manual,Second,5,1.3
2015,65266,Diesel,Automatic,First,5,31.75
2014,54569,Diesel,Manual,First,7,5.99
2015,51361,Petrol,Manual,First,5,4.94
2014,22281,Diesel,Manual,First,7,6.5
2013,63210,Diesel,Manual,First,5,3.71
2018,31000,Petrol,Manual,First,5,5
2008,60000,Petrol,Manual,First,5,1.99
2017,32006,Petrol,Manual,First,5,4.25
2009,78000,Diesel,Automatic,First,5,8
2011,9489,Petrol,Manual,First,5,2.95
2018,5000,Petrol,Manual,First,5,3.5
2012,60000,Diesel,Automatic,Second,5,16
2015,50000,Petrol,Manual,First,5,2.75
2015,53000,Petrol,Manual,First,5,6.95
2011,64000,Petrol,Automatic,Second,5,12.5
2017,43827,Diesel,Automatic,First,5,36.83
2011,36431,Petrol,Manual,First,5,2.7
2017,35000,Diesel,Manual,First,5,9.9
2011,94832,Petrol,Manual,First,5,3.83
2012,88381,Petrol,Manual,First,5,5.25
2016,45194,Diesel,Manual,First,5,7.75
2010,66000,Petrol,Manual,Second,5,2.46
2014,38578,Diesel,Manual,First,5,3.96
2015,40000,Diesel,Manual,First,7,8.25
2018,20632,Petrol,Manual,First,5,7.58
2014,73042,Diesel,Manual,First,5,3.99
2014,54257,Petrol,Manual,First,5,6.25
2013,93000,Diesel,Manual,First,5,5
2005,102000,Diesel,Automatic,Second,5,4.65
2016,28881,Diesel,Automatic,First,7,21.37
2007,52195,Petrol,Manual,First,5,1.75
2018,20422,Diesel,Manual,First,5,16.09
2012,38000,Diesel,Manual,First,5,4.1
2015,92885,Diesel,Manual,First,5,3.56
2010,43000,Petrol,Manual,Second,5,4.21
2016,70478,Diesel,Manual,First,5,6.86
2015,57000,Diesel,Manual,First,5,6.6
2018,32434,Petrol,Automatic,First,5,14.35
2017,32000,Diesel,Manual,First,5,9.5
2011,59000,Diesel,Automatic,First,4,21.9
2016,76467,Diesel,Automatic,First,5,30.45
2016,100000,Diesel,Manual,First,5,5.1
2013,37086,Petrol,Automatic,First,5,5.44
2010,135000,Diesel,Manual,First,5,1.6
2014,54862,Diesel,Automatic,First,5,16.67
2010,67758,Petrol,Manual,First,5,9.5
2012,56200,Petrol,Automatic,First,5,3.85
2011,169006,Diesel,Manual,First,7,10.64
2016,20229,Petrol,Manual,First,5,3.5
2011,51500,Petrol,Manual,Second,5,2.6
2012,69000,Diesel,Automatic,First,5,18.5
2004,167000,Petrol,Manual,First,5,1.35
2015,62476,Diesel,Manual,First,5,7.95
2017,60500,Diesel,Manual,First,5,5.49
2017,17978,Petrol,Automatic,First,5,6.95
2008,300000,Diesel,Manual,First,5,1
2013,123000,Diesel,Manual,Second,5,4.45
2016,45296,Diesel,Manual,First,5,6.99
2008,77325,Petrol,Manual,First,5,3.51
2018,25858,Petrol,Automatic,First,5,7.54
2016,120000,Diesel,Manual,First,5,3.65
2016,22000,Diesel,Automatic,First,5,16
2012,11000,Petrol,Manual,First,5,1.4
2017,3900,Petrol,Manual,First,5,6.45
2016,106092,Diesel,Manual,First,5,4.4
2015,27000,Petrol,Automatic,First,5,5.95
2013,11000,Petrol,Manual,First,5,3.9
2016,39753,Diesel,Automatic,First,5,35.28
2017,39800,Diesel,Manual,First,7,14.25
2017,73000,Diesel,Manual,First,5,4.5
2015,55000,Diesel,Manual,First,5,7.5
2017,18351,Petrol,Automatic,First,4,3.41
2013,45000,Petrol,Manual,Second,5,3.25
2016,112200,Diesel,Manual,First,7,8.3
2010,29000,Petrol,Manual,First,5,3.45
2007,57309,Petrol,Manual,First,5,2.1
2015,53392,Diesel,Manual,First,7,11.95
2010,71000,Diesel,Manual,First,5,4.25
2014,93000,Diesel,Manual,First,7,8.25
2010,119000,Petrol,Manual,First,5,5.95
2016,42225,Petrol,Manual,First,7,4.3
2012,65000,Diesel,Manual,First,5,3.9
2016,27809,Petrol,Automatic,First,5,6.41
2015,65100,Diesel,Manual,First,7,8.36
2014,51000,Petrol,Manual,First,5,3.85
2017,10000,Diesel,Automatic,First,5,36
2011,54895,Petrol,Manual,First,5,7.5
2015,80768,Diesel,Manual,First,5,5.7
2019,12076,Petrol,Manual,First,5,5.5
2016,49000,Diesel,Manual,First,5,5.9
2015,42366,Petrol,Manual,First,5,7.75
2010,68000,Diesel,Automatic,First,5,18
2008,122397,Diesel,Manual,First,5,4.4
2017,50534,Petrol,Automatic,First,5,8.27
2014,55300,Diesel,Manual,First,5,4.75
2008,73095,Petrol,Automatic,First,5,3.8
2011,51100,Diesel,Manual,First,5,3.4
2016,13436,Petrol,Manual,Second,5,4.7
2008,76000,Petrol,Manual,Second,5,1.49
2016,63141,Diesel,Manual,Second,5,4.5
2014,74885,Diesel,Manual,First,5,5.4
2016,14000,Petrol,Automatic,First,5,11.5
2012,56000,Diesel,Manual,Second,5,3.5
2010,46000,Diesel,Automatic,First,5,16.5
2012,51800,Petrol,Manual,First,5,3.9
2007,81000,Petrol,Automatic,First,5,3.25
2018,17370,Petrol,Manual,First,5,5.84
2016,18456,Petrol,Manual,First,5,5.75
2010,59000,Diesel,Automatic,First,5,10
2006,141537,Petrol,Manual,Second,5,1.05
2013,51000,Diesel,Automatic,First,5,5.64
2019,29311,Diesel,Automatic,First,5,50.97
2016,31000,Diesel,Automatic,First,5,29.95
2014,80000,Diesel,Manual,Second,7,4.85
2016,33000,Diesel,Automatic,First,5,14.5
2011,71556,Petrol,Manual,First,5,5.5
2011,85000,Diesel,Manual,First,5,3.2
2016,91000,Diesel,Manual,First,5,4.5
2015,73187,Diesel,Automatic,First,5,30.72
2009,232000,Diesel,Manual,First,7,3.5
2007,127079,Diesel,Manual,First,7,6.99
2014,58816,Diesel,Manual,First,7,3.45
2015,63818,Petrol,Manual,First,5,6.57
2014,40000,Diesel,Automatic,First,5,17.5
2013,77445,Diesel,Manual,First,5,3.75
2017,14000,Petrol,Automatic,First,5,9.99
2012,85122,Diesel,Manual,First,7,8.2
2015,63714,Petrol,Manual,First,5,2.45
2009,53000,Diesel,Automatic,First,5,13.75
2017,60000,Diesel,Manual,First,5,3
2017,33000,Diesel,Manual,First,5,9.25
2013,31000,Diesel,Automatic,First,5,17.65
2014,79000,Diesel,Automatic,First,7,18.25
2013,67914,Diesel,Manual,First,5,3.45
2015,58970,Diesel,Automatic,First,5,23.75
2013,60000,Diesel,Manual,Second,5,5.45
2017,35225,Petrol,Automatic,First,5,5.25
2005,69496,Petrol,Manual,First,5,1.1
2012,62282,Petrol,Automatic,First,5,2.9
2010,80000,Diesel,Automatic,First,5,14.2
2018,43698,Petrol,Manual,First,5,5.8
2017,28052,Petrol,Automatic,First,5,7.22
2016,29091,Petrol,Manual,First,5,4.87
2013,63000,Petrol,Manual,First,5,3.3
2007,91000,Petrol,Manual,Second,5,3
2014,30000,Diesel,Automatic,First,5,26
2017,24571,Petrol,Manual,First,5,2.9
2014,45000,Petrol,Automatic,First,5,7.5
2015,24617,Petrol,Manual,First,5,2.36
2017,26927,Diesel,Manual,First,5,11.39
2013,87736,Diesel,Manual,First,7,7.02
2016,35299,Diesel,Manual,First,5,8
2017,51612,Petrol,Manual,First,5,7.11
1998,55300,Diesel,Automatic,First,5,3.9
2009,65090,Petrol,Manual,First,5,2.15
2013,40000,Petrol,Manual,First,5,3.25
2015,38467,Diesel,Automatic,First,5,70.66
2013,71904,Diesel,Manual,First,5,4.61
2008,87000,Petrol,Manual,First,5,2.35
2014,33000,Diesel,Manual,Second,5,4.05
2009,22100,Petrol,Manual,Second,4,0.8
2014,59589,Diesel,Manual,First,5,5.6
2015,44000,Diesel,Manual,First,5,5.35
2017,12000,Petrol,Manual,First,5,3.25
2012,66000,Diesel,Automatic,Second,5,11.5
2016,38009,Petrol,Automatic,First,5,4.25
2009,35000,Petrol,Automatic,Second,5,4.45
2009,70000,Diesel,Manual,First,7,2.85
2014,86000,Diesel,Manual,First,7,7.85
2016,32000,Petrol,Manual,First,5,5.3
2017,15000,Petrol,Manual,First,5,8
2014,69918,Diesel,Manual,First,5,9.43
2012,39000,Petrol,Manual,First,5,2.75
2018,1011,Diesel,Manual,First,5,13.5
2009,85000,Diesel,Automatic,First,5,9.99
2017,46663,Petrol,Manual,First,5,6.95
2015,27000,Petrol,Automatic,First,5,6.75
2015,15000,Petrol,Automatic,First,5,5.5
2018,10575,Petrol,Manual,First,5,9.18
2014,12500,Petrol,Manual,First,5,4.15
2012,52000,Diesel,Manual,First,5,6.5
2015,49818,Petrol,Manual,First,5,4.11
2008,90000,Diesel,Manual,Second,5,2.25
2015,52207,Petrol,Manual,First,5,4.56
2013,167362,Diesel,Manual,First,7,4
2015,49894,Diesel,Manual,First,5,5.27
2019,13024,Diesel,Manual,First,7,9.11
2010,128000,Diesel,Manual,Second,5,6.2
2017,26023,Diesel,Automatic,First,7,19.97
2016,42784,Diesel,Manual,First,5,10.17
2014,115000,Diesel,Manual,First,5,4.5
2019,30529,Diesel,Manual,First,5,14.28
2012,14814,Petrol,Manual,Second,5,2.47
2016,58000,Diesel,Manual,First,5,7.9
2011,68128,Petrol,Manual,First,5,2.3
2013,63220,Petrol,Manual,First,5,6.5
2016,30000,Petrol,Manual,First,5,3.25
2017,27768,Diesel,Manual,First,5,5.85
2014,53000,Diesel,Automatic,Second,5,29
2014,87652,Diesel,Automatic,Second,5,25.71
2008,94873,Petrol,Manual,Second,5,1.85
2015,56000,Diesel,Automatic,First,5,22.75
2018,18678,Petrol,Manual,First,5,8.32
2014,30000,Diesel,Automatic,First,5,26
2013,59000,Petrol,Manual,First,5,3.45
2017,13000,Petrol,Manual,First,5,5.15
2014,74325,Petrol,Manual,First,5,3.51
2015,45000,Diesel,Manual,First,5,3.45
2013,57000,Petrol,Manual,First,5,3.75
2001,125943,Petrol,Manual,Second,5,1.45
2008,80000,Diesel,Manual,First,5,2.2
2010,154000,Diesel,Manual,First,7,7.99
2013,62000,Diesel,Manual,Second,5,6.75
2014,45000,Diesel,Manual,First,7,5
2012,105000,Diesel,Manual,Second,7,5.9
2013,26000,Petrol,Manual,First,5,3.75
2014,30900,Diesel,Automatic,First,5,29.5
2014,48000,Petrol,Manual,First,5,4.75
2011,112719,Diesel,Automatic,First,5,11.5
2017,5000,Petrol,Manual,First,5,6.95
2016,16000,Petrol,Manual,First,5,5.4
2011,63000,Petrol,Automatic,First,5,4.75
2011,28300,Petrol,Manual,First,5,2.15
2005,49000,Petrol,Manual,First,5,0.9
2016,12501,Petrol,Manual,First,5,3.5
2016,56628,Diesel,Manual,First,5,5.85
2010,105000,Diesel,Manual,First,5,3.15
2016,52126,Diesel,Manual,First,5,6
2010,38000,Petrol,Manual,First,5,2.23
2016,50000,Petrol,Manual,First,5,2.5
2015,50230,Petrol,Manual,First,5,3.87
2014,31000,Diesel,Manual,First,7,9.5
2014,79000,Diesel,Automatic,First,7,17.75
2012,130000,Diesel,Manual,First,5,3.75
2010,115000,Petrol,Manual,Second,5,1.5
2013,41500,Petrol,Manual,Second,5,5
2014,54385,Diesel,Automatic,Second,5,17
2011,56361,Petrol,Automatic,First,5,4.38
2018,22000,Petrol,Automatic,First,5,41.5
2017,8000,Petrol,Manual,First,5,3
2018,28741,Diesel,Manual,First,5,11
2012,117236,Diesel,Automatic,Second,7,14
2016,30500,Diesel,Automatic,First,5,7.65
2018,5000,Petrol,Manual,First,5,8.7
2016,42000,Diesel,Manual,First,7,9.9
2010,32773,Petrol,Manual,First,5,2.05
2016,19008,Petrol,Manual,First,5,5.25
2012,32542,Petrol,Manual,First,5,5.77
2010,94753,Petrol,Manual,First,5,1.95
2011,70000,Diesel,Manual,Second,8,7.45
2012,68347,Petrol,Manual,First,5,2.6
2011,72000,Petrol,Manual,Second,5,3.25
2010,75014,Diesel,Manual,First,5,3.85
2013,65000,Diesel,Automatic,Second,5,7.5
2012,55598,Diesel,Automatic,First,5,11.5
2013,50000,Petrol,Manual,First,5,3.25
2003,44200,Petrol,Manual,Second,5,1.5
2014,65000,Diesel,Manual,First,5,5.31
2013,49000,Diesel,Manual,First,7,9
2016,7200,Petrol,Manual,First,5,3.59
2016,43152,Petrol,Manual,First,5,7.35
2013,112000,Diesel,Manual,First,8,12
2017,23540,Petrol,Manual,First,5,6.02
2008,82160,Diesel,Manual,First,5,2.57
2013,57000,Diesel,Manual,First,7,12.45
2015,39335,Diesel,Manual,First,7,12.63
2014,62000,Petrol,Manual,Second,5,7.75
2014,60000,Diesel,Manual,First,5,5.5
2015,35000,Petrol,Manual,First,5,4.43
2016,32345,Diesel,Automatic,First,5,24.51
2014,47000,Petrol,Manual,First,5,2.65
2011,36000,Petrol,Manual,First,5,3.2
2016,75000,Diesel,Manual,First,5,4.25
2008,38000,Petrol,Manual,First,5,1.1
2015,57818,Petrol,Manual,First,5,4.3
2015,45000,Diesel,Manual,First,5,8.9
2015,75055,Diesel,Manual,First,5,6.5
2008,76206,Diesel,Manual,First,5,4.25
2018,25948,Diesel,Automatic,First,7,16.46
2016,28500,Petrol,Manual,First,5,5.95
2015,28004,Petrol,Manual,First,5,7.1
2011,25000,Petrol,Manual,Second,5,1.25
2013,82543,Petrol,Manual,First,7,5.5
2013,30000,Petrol,Manual,First,5,3.25
2010,27800,Petrol,Manual,First,5,5
2016,33415,Petrol,Manual,First,5,6.58
2013,38000,Diesel,Automatic,First,5,19.5
2017,41981,Petrol,Manual,First,5,6.14
2013,77084,Diesel,Manual,First,5,4.95
2013,71803,Diesel,Manual,First,5,5.75
2013,73314,Diesel,Manual,First,7,6.6
2015,69053,Petrol,Automatic,First,5,5.72
2009,79782,Petrol,Manual,Second,5,2.6
2010,250000,Diesel,Manual,Second,7,6.5
2011,90000,Diesel,Manual,Second,7,6.1
2010,130000,Diesel,Manual,First,5,3.85
2013,65000,Petrol,Manual,Second,5,4.5
2013,46496,Diesel,Manual,First,5,5.3
2013,76000,Diesel,Automatic,Second,5,18.25
2012,28002,Petrol,Manual,First,7,5.75
2010,70000,Petrol,Manual,Second,4,0.9
2011,66276,Petrol,Manual,First,5,5.5
2014,45000,Petrol,Manual,First,5,3.99
2014,67000,Petrol,Automatic,First,5,18.75
2014,43068,Diesel,Manual,First,5,3.5
2016,40000,Diesel,Automatic,First,8,16.45
2011,50436,Petrol,Manual,First,5,3.65
2014,21000,Petrol,Automatic,First,5,5.4
2018,2000,Diesel,Manual,First,5,8.7
2016,14500,Petrol,Automatic,First,5,20.75
2010,68782,Diesel,Automatic,First,5,12.5
2011,35888,Diesel,Manual,First,5,1.89
2015,168205,Diesel,Manual,First,5,4
2012,47000,Petrol,Manual,First,5,3.95
2015,93700,Diesel,Manual,First,7,7.85
2014,45000,Diesel,Manual,First,5,7
2016,55547,Diesel,Automatic,First,7,24.99
2013,69000,Petrol,Automatic,First,5,4.5
2014,32400,Diesel,Manual,First,5,3.95
2012,79000,Petrol,Manual,Second,5,1.6
2004,110000,Petrol,Manual,First,5,0.6
2014,45407,Petrol,Manual,Second,5,3.39
2011,136490,Diesel,Manual,First,7,9.8
2017,19000,Diesel,Manual,First,5,5.91
2017,19416,Petrol,Manual,First,5,8.25
2012,15500,Petrol,Manual,First,5,3.75
2017,12538,Petrol,Automatic,First,5,12.5
2015,62588,Diesel,Manual,First,5,5.95
2015,44328,Petrol,Manual,First,5,3.8
2014,63000,Diesel,Manual,First,5,4.35
2015,100000,Diesel,Automatic,First,5,32.5
2015,103000,Petrol,Manual,First,5,3
2016,50296,Diesel,Automatic,Second,7,19
2013,95500,Diesel,Manual,First,5,5
2014,72100,Diesel,Manual,First,5,5.45
2010,19119,Petrol,Manual,First,5,2.7
2006,30000,Petrol,Manual,First,5,10.75
2015,75600,Diesel,Manual,First,5,5.8
2007,137000,Petrol,Manual,Second,5,0.95
2002,53500,Petrol,Manual,Second,4,0.63
2018,26101,Diesel,Manual,First,5,17.55
2016,7000,Petrol,Manual,First,5,3
2013,50000,Diesel,Automatic,First,5,15
2016,30000,Diesel,Manual,First,5,6
2016,38151,Diesel,Manual,First,5,7.65
2009,116000,Diesel,Manual,Second,5,8.5
2013,22000,Diesel,Manual,First,5,2.25
2010,60000,Petrol,Automatic,Second,5,4.65
2016,38000,Diesel,Manual,First,5,7.85
2011,51928,Petrol,Manual,First,5,3.46
2018,3000,Petrol,Automatic,First,5,8.25
2006,67196,Petrol,Manual,First,5,1.25
2015,65218,Diesel,Manual,First,5,7.4
2016,53886,Petrol,Manual,First,5,3.07
2011,50058,Petrol,Automatic,First,5,3.84
2016,64000,Petrol,Automatic,First,5,4.2
2018,41641,Diesel,Manual,First,5,10.82
2016,44345,Diesel,Manual,First,5,6.1
2011,45501,Petrol,Manual,First,5,3.1
2012,50297,Petrol,Manual,First,5,4.69
2011,87000,Petrol,Automatic,First,5,5.4
2016,120000,Diesel,Manual,First,7,12
2018,17000,Petrol,Manual,First,5,6.5
2014,100000,Diesel,Manual,First,5,3
2015,50979,Petrol,Automatic,First,5,6.9
2011,41000,Diesel,Manual,First,5,4
2011,24000,Petrol,Manual,First,5,4.25
2008,44738,Petrol,Manual,First,5,5.1
2014,37298,Diesel,Manual,First,5,4.9
2014,42000,Petrol,Manual,Second,5,3.6
2016,45000,Diesel,Automatic,First,5,34
2015,102000,Diesel,Manual,First,7,8.25
2011,70000,Petrol,Manual,First,5,1.3
2018,27467,Diesel,Automatic,First,5,39.05
2015,15305,Petrol,Manual,First,5,3.75
2010,70000,Petrol,Manual,First,5,2.1
2016,36778,Diesel,Manual,First,5,8.8
2015,25845,Petrol,Manual,First,5,5.84
2018,33858,Petrol,Automatic,First,5,9.03
2017,12000,Petrol,Automatic,Second,5,3.25
2013,33709,Petrol,Automatic,First,5,4.9
2018,32709,Petrol,Manual,First,5,6.46
2014,72000,Diesel,Manual,Second,7,18.5
2013,31000,Diesel,Manual,First,5,2.7
2016,70000,Diesel,Manual,First,5,4.6
2014,61000,Diesel,Manual,First,5,5.35
2011,72000,Diesel,Manual,First,5,2.3
2016,49000,Diesel,Automatic,First,5,15.45
2014,42939,Diesel,Automatic,First,5,12.49
2016,32545,Diesel,Automatic,First,7,48.76
2011,54000,Petrol,Manual,First,5,3.2
2012,76000,Diesel,Automatic,First,4,8.75
2015,27000,Diesel,Manual,First,5,5.99
2005,120000,Diesel,Manual,Second,8,2.9
2011,37000,Diesel,Manual,First,5,1.8
2012,42000,Petrol,Manual,First,5,6.25
2013,60000,Diesel,Manual,First,5,5.45
2018,3000,Diesel,Automatic,First,5,52.5
2013,44000,Petrol,Automatic,First,5,5.6
2014,37000,Petrol,Manual,First,5,6.45
2012,50000,Petrol,Manual,First,5,3.7
2013,58581,Petrol,Manual,First,5,3.49
2013,25500,Diesel,Manual,First,5,3.55
2017,25000,Petrol,Manual,First,5,9
2011,53766,Petrol,Manual,First,5,2.7
2006,68000,Petrol,Manual,First,5,1.5
2017,40000,Diesel,Manual,First,7,15.9
2013,73212,Diesel,Manual,First,5,5.2
2014,69000,Diesel,Automatic,First,5,16.25
2007,61932,Diesel,Automatic,Second,5,3.31
2012,52000,Diesel,Automatic,First,5,24
2011,150000,Petrol,Manual,First,5,2.5
2013,70933,Diesel,Manual,Second,5,3.9
2013,115195,Diesel,Manual,First,5,3.85
2011,62148,Petrol,Manual,First,5,8.8
2009,32000,Petrol,Manual,Second,5,4.95
2014,58000,Diesel,Manual,First,5,5.75
2014,68598,Diesel,Manual,First,5,6.17
2010,84072,Diesel,Manual,First,5,3.45
2016,51264,Petrol,Manual,First,5,3.2
2017,21363,Petrol,Automatic,First,5,13.49
2016,40000,Petrol,Automatic,First,5,24.5
2015,35000,Petrol,Automatic,First,5,14.7
2014,55000,Diesel,Manual,First,5,6
2016,43252,Diesel,Automatic,First,5,34.18
2014,42000,Diesel,Manual,First,5,3.5
2006,69000,Petrol,Manual,First,5,2.15
2018,14000,Diesel,Automatic,First,5,11.25
2010,70000,Petrol,Manual,First,5,2
2015,35314,Diesel,Manual,First,5,4.27
2017,38691,Petrol,Manual,First,5,7.68
2017,72717,Diesel,Manual,First,7,14.52
2011,82000,Petrol,Automatic,Second,7,16.85
2015,44000,Diesel,Manual,First,5,5.75
2017,27000,Petrol,Manual,First,5,8.3
2014,18500,Petrol,Automatic,First,5,3.95
2014,45000,Petrol,Manual,First,5,4.8
2011,173000,Diesel,Automatic,First,5,12
2017,42000,Diesel,Manual,First,5,6.25
2012,90000,Diesel,Manual,First,5,2.5
2014,82329,Petrol,Automatic,First,5,7.5
2010,80302,Petrol,Manual,First,5,3.5
2005,105000,Diesel,Manual,First,5,1.99
2009,60000,Petrol,Manual,First,5,2.25
2014,70000,Petrol,Manual,First,5,3.25
2016,45000,Diesel,Automatic,First,5,28.5
2006,44000,Petrol,Automatic,First,5,1.5
2017,25500,Diesel,Manual,First,5,7
2014,68000,Diesel,Automatic,First,5,27.5
2015,61786,Diesel,Manual,First,5,10.5
2014,65000,Diesel,Automatic,Second,5,21.5
2016,77000,Diesel,Automatic,First,5,35
2015,34000,Diesel,Automatic,First,5,7.99
2015,59751,Petrol,Automatic,First,5,4.88
2013,23312,Petrol,Automatic,First,4,40.5
2015,30000,Petrol,Manual,First,5,6.55
2015,60146,Diesel,Automatic,First,5,29.64
2013,44731,Diesel,Manual,Second,5,4.34
2014,43316,Petrol,Manual,First,5,6.22
2009,92000,Petrol,Manual,Second,5,2.25
2015,50000,Diesel,Automatic,First,5,38
2008,69000,Petrol,Manual,Second,5,2.15
2014,60280,Diesel,Automatic,First,5,22.45
2017,48161,Diesel,Automatic,First,5,20.87
2013,41000,Petrol,Manual,First,5,3.1
2016,6000,Petrol,Manual,First,5,5.95
2006,133000,Diesel,Manual,Second,5,0.86
2010,76000,Diesel,Manual,First,7,9.25
2011,15590,Petrol,Manual,First,5,2.25
2016,69681,Petrol,Manual,First,5,6.13
2006,70362,Petrol,Manual,Second,5,1.81
2014,49112,Petrol,Automatic,Second,5,3.79
2017,25000,Diesel,Automatic,First,5,160
2011,74000,Diesel,Manual,First,5,3.6
2013,15200,Petrol,Automatic,Second,5,3.85
2013,86300,Diesel,Manual,First,5,4.5
2018,26731,Petrol,Manual,First,5,8.61
2016,74000,Diesel,Manual,First,5,6.5
